sample_id,source,model_label,position_bucket,top_subject,n_tokens,n_chars,mtld,flesch_kincaid_grade,hedge_count_per_100tok,disfluency_per_100tok,past_term_per_100tok,present_term_per_100tok,future_term_per_100tok,abstract_noun_ratio,is_question,contraction_rate,lowercase_first_char,nonstandard_spelling
d0086_t015,baseline,baseline_zs_gpt41,middle,Algebra,7.0,25.0,0.0,-1.0599999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0093_t011,baseline,baseline_zs_gpt41,middle,Geometry and Measure,7.0,19.0,0.0,-1.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0294_t015,baseline,baseline_zs_gpt41,middle,Number,8.0,21.0,0.0,-1.8399999999999999,0.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,1.0,0.0
d0223_t051,baseline,baseline_zs_gpt41,middle,Number,13.0,42.0,0.0,0.11000000000000121,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,1.0,0.0,1.0,0.0
d0195_t005,baseline,baseline_zs_gpt41,middle,Number,14.0,41.0,0.0,0.5872222222222234,0.0,0.0,0.0,7.142857142857143,0.0,0.0,1.0,0.0,1.0,7.142857142857143
d0316_t009,baseline,baseline_zs_gpt41,middle,Data and Statistics,3.0,16.0,0.0,20.590000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0238_t009,baseline,baseline_zs_gpt41,middle,Geometry and Measure,16.0,56.0,0.0,0.6257142857142846,0.0,0.0,0.0,18.75,0.0,0.0,1.0,0.0,1.0,0.0
d0203_t009,baseline,baseline_zs_gpt41,middle,Algebra,9.0,28.0,0.0,-1.4499999999999993,0.0,0.0,0.0,0.0,11.11111111111111,0.0,1.0,0.0,0.0,0.0
d0271_t005,baseline,baseline_zs_gpt41,middle,Number,4.0,7.0,0.0,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
d0246_t007,baseline,baseline_zs_gpt41,middle,Geometry and Measure,1.0,2.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0374_t015,baseline,baseline_zs_gpt41,middle,Algebra,11.0,54.0,0.0,3.7181818181818187,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,1.0,0.0
d0232_t007,baseline,baseline_zs_gpt41,middle,Data and Statistics,16.0,56.0,0.0,1.6700000000000017,6.25,0.0,0.0,6.25,0.0,0.0,1.0,0.0,0.0,0.0
d0005_t009,baseline,baseline_zs_gpt41,middle,Number,20.0,65.0,0.0,0.2191176470588232,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
d0140_t011,baseline,baseline_zs_gpt41,middle,Number,3.0,8.0,0.0,-2.619999999999999,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0
d0183_t013,baseline,baseline_zs_gpt41,middle,Number,4.0,8.0,0.0,-2.619999999999999,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0
d0296_t023,baseline,baseline_zs_gpt41,middle,Number,3.0,7.0,0.0,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0236_t009,baseline,baseline_zs_gpt41,middle,Data and Statistics,22.0,84.0,0.0,5.190000000000001,0.0,0.0,0.0,4.545454545454546,4.545454545454546,0.0,0.0,0.0,0.0,0.0
d0176_t009,baseline,baseline_zs_gpt41,middle,Number,30.0,112.0,0.0,1.5953043478260867,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,3.3333333333333335
d0250_t007,baseline,baseline_zs_gpt41,middle,Number,18.0,51.0,0.0,2.187692307692309,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,1.0,0.0,0.0,0.0
d0341_t016,baseline,baseline_zs_gpt41,middle,Number,22.0,79.0,0.0,3.8855555555555554,0.0,4.545454545454546,0.0,0.0,4.545454545454546,0.0,1.0,0.0,1.0,0.0
d0369_t009,baseline,baseline_zs_gpt41,middle,Data and Statistics,25.0,98.0,0.0,7.209523809523812,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
d0230_t011,baseline,baseline_zs_gpt41,middle,Data and Statistics,12.0,44.0,0.0,2.4700000000000024,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
d0221_t015,baseline,baseline_zs_gpt41,middle,Algebra,18.0,59.0,0.0,2.8466666666666676,0.0,0.0,0.0,11.11111111111111,0.0,0.0,1.0,0.0,0.0,0.0
d0280_t009,baseline,baseline_zs_gpt41,middle,Number,69.0,263.0,0.0,1.954689655172416,1.4492753623188406,0.0,1.4492753623188406,2.898550724637681,2.898550724637681,0.0,1.0,0.0,0.0,1.4492753623188406
d0293_t015,baseline,baseline_zs_gpt41,middle,Number,26.0,91.0,0.0,0.07145454545454655,3.8461538461538463,0.0,3.8461538461538463,7.6923076923076925,0.0,0.0,1.0,0.0,0.0,0.0
d0078_t006,baseline,baseline_zs_gpt41,middle,Number,9.0,16.0,0.0,-1.8399999999999999,0.0,11.11111111111111,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0112_t005,baseline,baseline_zs_gpt41,middle,Number,19.0,63.0,0.0,3.0953846153846136,0.0,0.0,0.0,5.2631578947368425,0.0,0.0,0.0,0.0,0.0,0.0
d0137_t011,baseline,baseline_zs_gpt41,middle,Number,8.0,34.0,0.0,0.8049999999999997,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
d0041_t015,baseline,baseline_zs_gpt41,middle,Data and Statistics,17.0,68.0,0.0,3.633333333333333,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,1.0,0.0
d0021_t013,baseline,baseline_zs_gpt41,middle,Number,14.0,59.0,0.0,4.790909090909089,0.0,0.0,0.0,7.142857142857143,0.0,0.0,1.0,0.0,0.0,0.0
d0277_t011,baseline,baseline_zs_gpt41,middle,Number,7.0,23.0,0.0,-1.4499999999999993,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,1.0,0.0
d0203_t011,baseline,baseline_zs_gpt41,middle,Algebra,58.0,209.0,0.0,0.3140243902439046,0.0,0.0,0.0,3.4482758620689653,1.7241379310344827,0.0,1.0,0.0,0.0,0.0
d0210_t011,baseline,baseline_zs_gpt41,middle,Algebra,11.0,44.0,0.0,2.645454545454548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0068_t015,baseline,baseline_zs_gpt41,middle,Number,17.0,60.0,0.0,4.003076923076925,5.882352941176471,0.0,0.0,5.882352941176471,0.0,0.0,1.0,5.882352941176471,1.0,5.882352941176471
d0272_t019,baseline,baseline_zs_gpt41,middle,Number,9.0,24.0,0.0,0.5199999999999996,0.0,11.11111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0263_t009,baseline,baseline_zs_gpt41,middle,Number,15.0,62.0,0.0,3.0953846153846136,0.0,0.0,6.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,0.0,1.0,0.0
d0284_t023,baseline,baseline_zs_gpt41,middle,Number,5.0,20.0,0.0,2.879999999999999,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0
d0150_t011,baseline,baseline_zs_gpt41,middle,Number,5.0,16.0,0.0,-2.2299999999999986,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
d0346_t013,baseline,baseline_zs_gpt41,middle,Number,35.0,92.0,0.0,1.2800000000000011,0.0,0.0,0.0,14.285714285714286,0.0,0.0,1.0,0.0,0.0,0.0
d0270_t013,baseline,baseline_zs_gpt41,middle,Number,9.0,31.0,0.0,0.5166666666666693,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0
d0039_t028,baseline,baseline_zs_gpt41,middle,Algebra,12.0,40.0,0.0,1.2900000000000027,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
d0272_t027,baseline,baseline_zs_gpt41,middle,Number,8.0,22.0,0.0,-1.4499999999999993,0.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,0.0,0.0
d0264_t007,baseline,baseline_zs_gpt41,middle,Number,16.0,59.0,0.0,1.468076923076925,0.0,0.0,0.0,6.25,0.0,0.0,1.0,0.0,0.0,0.0
d0047_t011,baseline,baseline_zs_gpt41,middle,Geometry and Measure,23.0,71.0,0.0,1.1571052631578986,0.0,0.0,0.0,13.043478260869565,0.0,0.0,1.0,0.0,0.0,0.0
d0340_t009,baseline,baseline_zs_gpt41,middle,Number,9.0,34.0,0.0,0.8049999999999997,0.0,0.0,0.0,11.11111111111111,0.0,0.0,1.0,0.0,0.0,0.0
d0048_t013,baseline,baseline_zs_gpt41,middle,Geometry and Measure,42.0,155.0,0.0,5.2694117647058825,0.0,0.0,0.0,4.761904761904762,2.380952380952381,0.0,1.0,0.0,0.0,0.0
d0192_t015,baseline,baseline_zs_gpt41,middle,Number,2.0,9.0,0.0,2.890000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0378_t005,baseline,baseline_zs_gpt41,middle,Algebra,18.0,75.0,0.0,5.884285714285717,0.0,5.555555555555555,0.0,0.0,0.0,0.0,1.0,5.555555555555555,0.0,5.555555555555555
d0360_t011,baseline,baseline_zs_gpt41,middle,Number,2.0,3.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0122_t012,baseline,baseline_zs_gpt41,middle,Number,13.0,33.0,0.0,-1.4499999999999993,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,1.0,0.0,0.0,0.0
d0348_t014,baseline,baseline_zs_gpt41,middle,Number,18.0,66.0,0.0,0.5166666666666693,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,1.0,0.0,1.0,0.0
d0305_t010,baseline,baseline_zs_gpt41,middle,Number,14.0,42.0,0.0,0.5199999999999996,0.0,0.0,0.0,7.142857142857143,0.0,0.0,1.0,0.0,0.0,0.0
d0143_t012,baseline,baseline_zs_gpt41,middle,Number,26.0,66.0,0.0,-0.27999999999999936,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,1.0,0.0,0.0,0.0
d0095_t011,baseline,baseline_zs_gpt41,middle,Number,12.0,41.0,0.0,-0.7238888888888866,0.0,0.0,0.0,8.333333333333334,0.0,0.0,1.0,8.333333333333334,0.0,0.0
d0168_t012,baseline,baseline_zs_gpt41,middle,Number,31.0,120.0,0.0,1.027685185185188,0.0,0.0,0.0,3.225806451612903,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
d0174_t007,baseline,baseline_zs_gpt41,middle,Number,16.0,61.0,0.0,3.355714285714285,0.0,0.0,0.0,12.5,6.25,0.0,1.0,0.0,0.0,0.0
d0279_t009,baseline,baseline_zs_gpt41,middle,Number,17.0,52.0,0.0,0.560384615384617,0.0,0.0,0.0,11.764705882352942,0.0,0.0,0.0,0.0,0.0,0.0
d0076_t007,baseline,baseline_zs_gpt41,middle,Number,17.0,55.0,0.0,2.8566666666666656,0.0,5.882352941176471,0.0,5.882352941176471,0.0,0.0,0.0,5.882352941176471,0.0,11.764705882352942
d0023_t009,baseline,baseline_zs_gpt41,middle,Number,31.0,133.0,0.0,0.6790909090909132,0.0,0.0,0.0,0.0,6.451612903225806,0.0,1.0,0.0,0.0,0.0
d0360_t007,baseline,baseline_zs_gpt41,middle,Number,1.0,3.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0018_t009,baseline,baseline_zs_gpt41,middle,Number,12.0,37.0,0.0,-2.0349999999999984,0.0,8.333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0248_t029,baseline,baseline_zs_gpt41,middle,Number,4.0,16.0,0.0,5.246666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0105_t011,baseline,baseline_zs_gpt41,middle,Geometry and Measure,17.0,56.0,0.0,3.9250000000000007,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,1.0,0.0
d0123_t007,baseline,baseline_zs_gpt41,middle,Number,1.0,3.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0293_t009,baseline,baseline_zs_gpt41,middle,Number,14.0,50.0,0.0,-1.1923076923076916,0.0,0.0,0.0,7.142857142857143,0.0,0.0,1.0,0.0,0.0,0.0
d0198_t007,baseline,baseline_zs_gpt41,middle,Number,20.0,62.0,0.0,2.375769230769233,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
d0292_t011,baseline,baseline_zs_gpt41,middle,Data and Statistics,12.0,44.0,0.0,2.4700000000000024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0166_t013,baseline,baseline_zs_gpt41,middle,Number,23.0,66.0,0.0,-2.0999999999999996,0.0,0.0,0.0,8.695652173913043,0.0,0.0,1.0,0.0,0.0,0.0
d0296_t013,baseline,baseline_zs_gpt41,middle,Number,60.0,226.0,0.0,3.15484693877551,1.6666666666666667,0.0,0.0,6.666666666666667,3.3333333333333335,0.16666666666666666,0.0,0.0,0.0,0.0
d0193_t013,baseline,baseline_zs_gpt41,middle,Number,20.0,87.0,0.0,6.960000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0007_t007,baseline,baseline_zs_gpt41,middle,Number,8.0,24.0,0.0,2.4833333333333343,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
d0279_t011,baseline,baseline_zs_gpt41,middle,Number,9.0,24.0,0.0,-1.0599999999999987,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0
d0104_t009,baseline,baseline_zs_gpt41,middle,Geometry and Measure,20.0,62.0,0.0,4.241052631578949,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0
d0191_t006,baseline,baseline_zs_gpt41,middle,Number,4.0,10.0,0.0,-2.619999999999999,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0
d0010_t017,baseline,baseline_zs_gpt41,middle,Algebra,10.0,26.0,0.0,-1.0599999999999987,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0
d0022_t013,baseline,baseline_zs_gpt41,middle,Number,10.0,36.0,0.0,3.997142857142858,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0166_t015,baseline,baseline_zs_gpt41,middle,Number,19.0,68.0,0.0,1.5425000000000004,0.0,0.0,0.0,0.0,5.2631578947368425,0.0,1.0,0.0,0.0,0.0
d0042_t009,baseline,baseline_zs_gpt41,middle,Data and Statistics,27.0,105.0,0.0,3.1818181818181834,11.11111111111111,0.0,0.0,0.0,0.0,0.0,1.0,11.11111111111111,0.0,0.0
d0312_t009,baseline,baseline_zs_gpt41,middle,Algebra,18.0,72.0,0.0,4.228235294117649,5.555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0018_t007,baseline,baseline_zs_gpt41,middle,Number,8.0,19.0,0.0,-1.8399999999999999,0.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,1.0,0.0
d0117_t019,baseline,baseline_zs_gpt41,middle,Number,11.0,42.0,0.0,1.2900000000000027,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0
d0181_t013,baseline,baseline_zs_gpt41,middle,Number,19.0,78.0,0.0,2.715,5.2631578947368425,5.2631578947368425,0.0,5.2631578947368425,0.0,0.0,1.0,0.0,0.0,0.0
d0112_t007,baseline,baseline_zs_gpt41,middle,Number,10.0,31.0,0.0,2.280000000000001,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
d0364_t005,baseline,baseline_zs_gpt41,middle,Data and Statistics,20.0,62.0,0.0,4.92235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0039_t022,baseline,baseline_zs_gpt41,middle,Algebra,5.0,11.0,0.0,-2.2299999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0125_t015,baseline,baseline_zs_gpt41,middle,Number,11.0,37.0,0.0,1.0311111111111124,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,1.0,0.0
d0348_t012,baseline,baseline_zs_gpt41,middle,Number,1.0,4.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0100_t021,baseline,baseline_zs_gpt41,middle,Number,18.0,65.0,0.0,1.3066666666666684,0.0,0.0,0.0,5.555555555555555,0.0,1.0,1.0,0.0,0.0,5.555555555555555
d0374_t013,baseline,baseline_zs_gpt41,middle,Algebra,4.0,8.0,0.0,-2.619999999999999,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0
d0030_t017,baseline,baseline_zs_gpt41,late,Geometry and Measure,5.0,11.0,0.0,-1.8399999999999999,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0
d0196_t011,baseline,baseline_zs_gpt41,middle,Number,25.0,95.0,0.0,5.780000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0164_t013,baseline,baseline_zs_gpt41,late,Number,7.0,18.0,0.0,-2.2299999999999986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0206_t019,baseline,baseline_zs_gpt41,late,Algebra,19.0,59.0,0.0,-0.2171428571428553,5.2631578947368425,0.0,0.0,10.526315789473685,0.0,0.0,1.0,0.0,1.0,0.0
d0077_t029,baseline,baseline_zs_gpt41,late,Number,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0317_t015,baseline,baseline_zs_gpt41,late,Data and Statistics,15.0,50.0,0.0,1.2800000000000011,0.0,0.0,0.0,13.333333333333334,0.0,0.0,1.0,0.0,0.0,0.0
d0149_t053,baseline,baseline_zs_gpt41,late,Number,28.0,96.0,0.0,3.7732608695652203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0313_t012,baseline,baseline_zs_gpt41,middle,Number,28.0,101.0,0.0,1.6866666666666674,3.5714285714285716,0.0,3.5714285714285716,7.142857142857143,0.0,0.0,0.0,3.5714285714285716,0.0,0.0
d0028_t015,baseline,baseline_zs_gpt41,late,Number,7.0,21.0,0.0,0.7199999999999989,0.0,0.0,0.0,14.285714285714286,0.0,0.0,1.0,0.0,1.0,14.285714285714286
d0137_t017,baseline,baseline_zs_gpt41,late,Number,35.0,146.0,0.0,5.600000000000001,2.857142857142857,0.0,0.0,2.857142857142857,0.0,0.0,1.0,0.0,0.0,0.0
d0330_t023,baseline,baseline_zs_gpt41,late,Number,3.0,10.0,0.0,2.890000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0042_t023,baseline,baseline_zs_gpt41,late,Data and Statistics,15.0,70.0,0.0,5.041428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.666666666666667
d0174_t015,baseline,baseline_zs_gpt41,late,Number,33.0,146.0,0.0,3.642068965517243,0.0,0.0,0.0,6.0606060606060606,0.0,0.16666666666666666,0.0,0.0,0.0,3.0303030303030303
d0070_t033,baseline,baseline_zs_gpt41,late,Number,13.0,35.0,0.0,-0.6699999999999982,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,1.0,0.0
d0286_t015,baseline,baseline_zs_gpt41,late,Number,10.0,32.0,0.0,-0.6699999999999982,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0
d0098_t019,baseline,baseline_zs_gpt41,late,Geometry and Measure,14.0,61.0,0.0,6.726153846153846,0.0,7.142857142857143,0.0,14.285714285714286,0.0,0.0,1.0,0.0,1.0,7.142857142857143
d0127_t009,baseline,baseline_zs_gpt41,late,Number,18.0,42.0,0.0,-1.4499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0030_t013,baseline,baseline_zs_gpt41,late,Geometry and Measure,12.0,34.0,0.0,0.5,8.333333333333334,0.0,0.0,8.333333333333334,0.0,0.0,1.0,0.0,1.0,0.0
d0039_t048,baseline,baseline_zs_gpt41,late,Algebra,17.0,52.0,0.0,-0.4666666666666668,0.0,0.0,0.0,11.764705882352942,0.0,0.0,0.0,0.0,0.0,0.0
d0182_t013,baseline,baseline_zs_gpt41,late,Number,36.0,137.0,0.0,4.527407407407409,0.0,0.0,0.0,13.88888888888889,0.0,0.0,0.0,5.555555555555555,0.0,0.0
d0088_t027,baseline,baseline_zs_gpt41,late,Algebra,25.0,95.0,0.0,1.572727272727274,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0
d0363_t015,baseline,baseline_zs_gpt41,late,Geometry and Measure,64.0,243.0,0.0,4.331666666666667,0.0,0.0,0.0,7.8125,0.0,0.0,1.0,1.5625,0.0,0.0
d0367_t029,baseline,baseline_zs_gpt41,late,Number,7.0,27.0,0.0,2.4833333333333343,0.0,0.0,0.0,14.285714285714286,0.0,0.0,1.0,0.0,1.0,0.0
d0315_t015,baseline,baseline_zs_gpt41,late,Data and Statistics,7.0,28.0,0.0,0.5166666666666693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0346_t021,baseline,baseline_zs_gpt41,late,Number,15.0,43.0,0.0,-0.347307692307691,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
d0009_t023,baseline,baseline_zs_gpt41,late,Number,9.0,30.0,0.0,2.280000000000001,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0,1.0,0.0,0.0,0.0
d0172_t033,baseline,baseline_zs_gpt41,late,Number,26.0,122.0,0.0,4.799347826086958,3.8461538461538463,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,7.6923076923076925
d0215_t019,baseline,baseline_zs_gpt41,late,Algebra,13.0,51.0,0.0,2.4700000000000024,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0
d0122_t022,baseline,baseline_zs_gpt41,late,Number,20.0,64.0,0.0,-1.254999999999999,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
d0298_t023,baseline,baseline_zs_gpt41,late,Number,6.0,17.0,0.0,-1.8399999999999999,0.0,0.0,0.0,16.666666666666668,0.0,0.0,1.0,0.0,0.0,0.0
d0194_t019,baseline,baseline_zs_gpt41,late,Number,4.0,9.0,0.0,-2.619999999999999,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0
d0121_t021,baseline,baseline_zs_gpt41,late,Number,5.0,16.0,0.0,0.7199999999999989,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0
d0374_t021,baseline,baseline_zs_gpt41,late,Algebra,14.0,57.0,0.0,2.4833333333333343,0.0,0.0,0.0,7.142857142857143,7.142857142857143,0.0,0.0,0.0,1.0,0.0
d0169_t017,baseline,baseline_zs_gpt41,late,Number,16.0,46.0,0.0,3.0953846153846136,0.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,1.0,0.0
d0276_t022,baseline,baseline_zs_gpt41,late,Number,18.0,69.0,0.0,0.6257142857142846,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,5.555555555555555
d0361_t019,baseline,baseline_zs_gpt41,late,Number,15.0,59.0,0.0,2.4833333333333343,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
d0215_t017,baseline,baseline_zs_gpt41,late,Algebra,12.0,39.0,0.0,0.5872222222222234,8.333333333333334,0.0,0.0,8.333333333333334,0.0,0.0,1.0,0.0,0.0,0.0
d0004_t015,baseline,baseline_zs_gpt41,late,Number,8.0,27.0,0.0,-1.4499999999999993,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
d0295_t017,baseline,baseline_zs_gpt41,late,Number,4.0,11.0,0.0,-2.619999999999999,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0
d0242_t013,baseline,baseline_zs_gpt41,late,Data and Statistics,10.0,39.0,0.0,1.0311111111111124,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0371_t018,baseline,baseline_zs_gpt41,late,Algebra,2.0,3.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0002_t021,baseline,baseline_zs_gpt41,late,Algebra,8.0,32.0,0.0,0.5166666666666693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0161_t023,baseline,baseline_zs_gpt41,late,Number,14.0,56.0,0.0,2.879999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0131_t034,baseline,baseline_zs_gpt41,late,Number,10.0,43.0,0.0,2.280000000000001,0.0,0.0,0.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0
d0201_t013,baseline,baseline_zs_gpt41,late,Number,28.0,118.0,0.0,2.2782608695652193,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0
d0348_t020,baseline,baseline_zs_gpt41,late,Number,9.0,34.0,0.0,2.3114285714285714,0.0,0.0,0.0,11.11111111111111,0.0,0.0,1.0,0.0,0.0,0.0
d0278_t038,baseline,baseline_zs_gpt41,late,Number,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0277_t023,baseline,baseline_zs_gpt41,late,Number,6.0,19.0,0.0,-2.2299999999999986,0.0,0.0,0.0,16.666666666666668,0.0,0.0,1.0,0.0,1.0,0.0
d0147_t015,baseline,baseline_zs_gpt41,late,Number,7.0,23.0,0.0,-1.4499999999999993,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,1.0,0.0
d0278_t048,baseline,baseline_zs_gpt41,late,Number,22.0,79.0,0.0,0.5360526315789471,0.0,0.0,0.0,13.636363636363637,0.0,0.0,1.0,0.0,0.0,0.0
d0200_t023,baseline,baseline_zs_gpt41,late,Number,20.0,79.0,0.0,2.9977777777777774,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0
d0170_t013,baseline,baseline_zs_gpt41,late,Number,7.0,26.0,0.0,2.4833333333333343,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,1.0,0.0,1.0,0.0
d0042_t019,baseline,baseline_zs_gpt41,late,Data and Statistics,12.0,45.0,0.0,1.2900000000000027,0.0,0.0,0.0,8.333333333333334,0.0,0.0,1.0,0.0,0.0,0.0
d0357_t013,baseline,baseline_zs_gpt41,late,Number,22.0,88.0,0.0,1.2900000000000027,0.0,4.545454545454546,0.0,13.636363636363637,0.0,0.0,0.0,0.0,1.0,0.0
d0000_t015,baseline,baseline_zs_gpt41,late,Algebra,5.0,20.0,0.0,0.7199999999999989,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
d0354_t020,baseline,baseline_zs_gpt41,late,Number,31.0,133.0,0.0,4.91076923076923,3.225806451612903,0.0,0.0,3.225806451612903,0.0,0.0,0.0,0.0,0.0,6.451612903225806
d0020_t013,baseline,baseline_zs_gpt41,late,Number,10.0,37.0,0.0,2.342222222222226,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
